variante,distance_hasard
sans featurings ni ad-libs,0.9901069848706979
sans featurings ni ad-libs,0.9085736983997423
sans featurings ni ad-libs,0.9667563478040222
sans featurings ni ad-libs,0.9421535078942507
sans featurings ni ad-libs,0.9319468068264438
sans featurings ni ad-libs,0.958251566575315
sans featurings ni ad-libs,0.9247463037509578
sans featurings ni ad-libs,0.9397065763024745
sans featurings ni ad-libs,0.9239667805074908
sans featurings ni ad-libs,0.9689630653630983
sans featurings ni ad-libs,0.9463091261053145
sans featurings ni ad-libs,0.9258222193835334
sans featurings ni ad-libs,0.9204046643700787
sans featurings ni ad-libs,0.9524743215873429
sans featurings ni ad-libs,0.9594298775714415
sans featurings ni ad-libs,0.9261710744685556
sans featurings ni ad-libs,0.9478266662377453
sans featurings ni ad-libs,0.9630911259286711
sans featurings ni ad-libs,0.9251988534878707
sans featurings ni ad-libs,0.9833775799388749
sans featurings ni ad-libs,0.9695080757560209
sans featurings ni ad-libs,0.9435809833852458
sans featurings ni ad-libs,0.9717268678358751
sans featurings ni ad-libs,0.9232976695663058
sans featurings ni ad-libs,0.9538038510427932
sans featurings ni ad-libs,0.9180069426181947
sans featurings ni ad-libs,0.971065149498767
sans featurings ni ad-libs,0.9594076169624697
sans featurings ni ad-libs,0.9930751993526875
sans featurings ni ad-libs,0.9685328683610808
sans featurings ni ad-libs,0.9661330861585388
sans featurings ni ad-libs,0.9490883129636857
sans featurings ni ad-libs,0.9620572324249539
sans featurings ni ad-libs,0.9614323268356058
sans featurings ni ad-libs,0.9646742307546021
sans featurings ni ad-libs,0.9649523568114292
sans featurings ni ad-libs,0.9748685264775198
sans featurings ni ad-libs,0.9410173947412659
sans featurings ni ad-libs,0.9701283956164487
sans featurings ni ad-libs,1.0158225299853896
sans featurings ni ad-libs,0.9896103228931931
sans featurings ni ad-libs,0.9575570039729059
sans featurings ni ad-libs,0.9377417022359232
sans featurings ni ad-libs,0.9411991209504855
sans featurings ni ad-libs,0.9423595470001536
sans featurings ni ad-libs,0.9722516681140679
sans featurings ni ad-libs,0.9479017598504688
sans featurings ni ad-libs,0.9619904207076617
sans featurings ni ad-libs,0.9748897456471588
sans featurings ni ad-libs,0.9301545138683673
sans featurings ni ad-libs,0.956087145995953
sans featurings ni ad-libs,0.9567620531352136
sans featurings ni ad-libs,0.9546731288909348
sans featurings ni ad-libs,0.9387481806188401
sans featurings ni ad-libs,0.9782738621027074
sans featurings ni ad-libs,0.9617491222326928
sans featurings ni ad-libs,0.9374903910175366
sans featurings ni ad-libs,1.0029361845687452
sans featurings ni ad-libs,0.9628513598389626
sans featurings ni ad-libs,0.9388518423007031
sans featurings ni ad-libs,0.9431280301871716
sans featurings ni ad-libs,0.9214285794326854
sans featurings ni ad-libs,0.9413893097655851
sans featurings ni ad-libs,0.9292856118116627
sans featurings ni ad-libs,0.9826667854247845
sans featurings ni ad-libs,0.9896103228931931
sans featurings ni ad-libs,0.9932181809911058
sans featurings ni ad-libs,0.9815514785002517
sans featurings ni ad-libs,0.970858812804648
sans featurings ni ad-libs,0.9800529104227488
sans featurings ni ad-libs,0.9677973104182178
sans featurings ni ad-libs,0.8974972904724619
sans featurings ni ad-libs,1.0067535828207828
sans featurings ni ad-libs,0.9689077957604341
sans featurings ni ad-libs,0.9941394066609616
sans featurings ni ad-libs,0.9400807241129775
sans featurings ni ad-libs,0.9826655281013383
sans featurings ni ad-libs,0.9544486073905389
sans featurings ni ad-libs,0.9835328268942992
sans featurings ni ad-libs,0.9781859555073462
sans featurings ni ad-libs,0.9883798778014606
sans featurings ni ad-libs,0.9427835992859211
sans featurings ni ad-libs,1.0011649295296075
sans featurings ni ad-libs,0.9629696175803493
sans featurings ni ad-libs,0.9277553989889664
sans featurings ni ad-libs,0.9588104143685855
sans featurings ni ad-libs,0.9319858381192385
sans featurings ni ad-libs,0.9818242500146231
sans featurings ni ad-libs,0.9791351706784138
sans featurings ni ad-libs,0.9184759113801153
sans featurings ni ad-libs,0.9064327740977586
sans featurings ni ad-libs,0.9714184250632627
sans featurings ni ad-libs,0.9789581788473191
sans featurings ni ad-libs,0.9638393648911265
sans featurings ni ad-libs,0.8992827083837288
sans featurings ni ad-libs,0.9782608242876785
sans featurings ni ad-libs,0.9957470437272005
sans featurings ni ad-libs,0.9506300163810156
sans featurings ni ad-libs,0.9597323225371482
sans featurings ni ad-libs,0.9375888756480392
sans featurings ni ad-libs,0.9485119564229691
sans featurings ni ad-libs,0.9756073777099903
sans featurings ni ad-libs,0.9595178356128551
sans featurings ni ad-libs,0.9757759111581645
sans featurings ni ad-libs,0.9912466189444369
sans featurings ni ad-libs,0.9344794001864032
sans featurings ni ad-libs,0.9361224160917672
sans featurings ni ad-libs,0.9282701629011614
sans featurings ni ad-libs,0.9756297720827396
sans featurings ni ad-libs,0.9375044345928356
sans featurings ni ad-libs,0.9578858044589581
sans featurings ni ad-libs,0.9437413247384283
sans featurings ni ad-libs,0.9352619379645788
sans featurings ni ad-libs,0.9419819689231805
sans featurings ni ad-libs,0.9840162548639001
sans featurings ni ad-libs,0.9079971181057549
sans featurings ni ad-libs,0.9893943420229735
sans featurings ni ad-libs,0.9302922691056666
sans featurings ni ad-libs,0.9548995414356166
sans featurings ni ad-libs,0.9736623742007425
sans featurings ni ad-libs,0.9424441679720625
sans featurings ni ad-libs,0.9717577023971858
sans featurings ni ad-libs,0.9642995670053714
sans featurings ni ad-libs,0.9762821158424935
sans featurings ni ad-libs,0.955247496936796
sans featurings ni ad-libs,0.9217652511058171
sans featurings ni ad-libs,0.9676403153839532
sans featurings ni ad-libs,0.9736547818897457
sans featurings ni ad-libs,0.9541479308847755
sans featurings ni ad-libs,0.9788017890688194
sans featurings ni ad-libs,0.9470525735782143
sans featurings ni ad-libs,0.9493437923057846
sans featurings ni ad-libs,0.983925504778532
sans featurings ni ad-libs,0.9867856752343271
sans featurings ni ad-libs,0.9472061252505419
sans featurings ni ad-libs,0.9574500041744813
sans featurings ni ad-libs,0.935982796330195
sans featurings ni ad-libs,0.9520429889765457
sans featurings ni ad-libs,0.9387481806188401
sans featurings ni ad-libs,0.9771674588424666
sans featurings ni ad-libs,0.9556216466627236
sans featurings ni ad-libs,0.9626672836850416
sans featurings ni ad-libs,0.9309639406215411
sans featurings ni ad-libs,0.9527725130078304
sans featurings ni ad-libs,0.9818166313151975
sans featurings ni ad-libs,1.0073852510995305
sans featurings ni ad-libs,0.9753986542522818
sans featurings ni ad-libs,0.9427088659425349
sans featurings ni ad-libs,0.9615104316999918
sans featurings ni ad-libs,0.9507170178086726
sans featurings ni ad-libs,0.9781177912350623
sans featurings ni ad-libs,0.9748044793064021
sans featurings ni ad-libs,0.9871153301529988
sans featurings ni ad-libs,0.9421927030841781
sans featurings ni ad-libs,0.9528326429150069
sans featurings ni ad-libs,0.9950034475369111
sans featurings ni ad-libs,0.9595178356128551
sans featurings ni ad-libs,0.9231163111826182
sans featurings ni ad-libs,0.9363610924437521
sans featurings ni ad-libs,0.9549448893233761
sans featurings ni ad-libs,0.9907422217594378
sans featurings ni ad-libs,0.9992046553943054
sans featurings ni ad-libs,1.0218688877532929
sans featurings ni ad-libs,0.9057975327560903
sans featurings ni ad-libs,0.9171578309122823
sans featurings ni ad-libs,0.9724661435676001
sans featurings ni ad-libs,0.9957042327860756
sans featurings ni ad-libs,0.9350621843571303
sans featurings ni ad-libs,0.9461888459258818
sans featurings ni ad-libs,0.9801497574074722
sans featurings ni ad-libs,0.9616432515933104
sans featurings ni ad-libs,1.018279488135621
sans featurings ni ad-libs,0.9604716071783787
sans featurings ni ad-libs,0.8879980453567058
sans featurings ni ad-libs,1.018444491054914
sans featurings ni ad-libs,0.9555026423506832
sans featurings ni ad-libs,0.9162870729403929
sans featurings ni ad-libs,0.9496114759570112
sans featurings ni ad-libs,0.9680209446023617
sans featurings ni ad-libs,0.9132752991831619
sans featurings ni ad-libs,0.909480691289686
sans featurings ni ad-libs,0.9940705103288774
sans featurings ni ad-libs,0.9683533535531695
sans featurings ni ad-libs,0.9418971247299198
sans featurings ni ad-libs,0.9512779950467002
sans featurings ni ad-libs,0.9337459327951745
sans featurings ni ad-libs,0.9476157834754706
sans featurings ni ad-libs,0.9434259967575468
sans featurings ni ad-libs,0.9612578276035266
sans featurings ni ad-libs,1.0261210924795494
sans featurings ni ad-libs,0.9828839341343525
sans featurings ni ad-libs,0.9423192317021424
sans featurings ni ad-libs,0.9319777288334063
sans featurings ni ad-libs,0.9638466245853529
sans featurings ni ad-libs,0.9697234965273442
sans featurings ni ad-libs,0.9709520470317136
sans featurings ni ad-libs,1.0091025444702868
sans featurings ni ad-libs,0.939463541517821
sans featurings ni ad-libs,0.9397638151690417
sans featurings ni ad-libs,0.9424853660666171
sans featurings ni ad-libs,0.9458720505594674
sans featurings ni ad-libs,1.0210110423430638
sans featurings ni ad-libs,0.9507450882476914
sans featurings ni ad-libs,0.9832206639135453
sans featurings ni ad-libs,0.9622585755316723
sans featurings ni ad-libs,0.9451982517251997
sans featurings ni ad-libs,1.0357880740319794
sans featurings ni ad-libs,0.9735355025682805
sans featurings ni ad-libs,0.985365888511106
sans featurings ni ad-libs,0.9713106626686719
sans featurings ni ad-libs,0.9517254521160184
sans featurings ni ad-libs,0.9572231669810601
sans featurings ni ad-libs,0.956181597187457
sans featurings ni ad-libs,0.9869665855910089
sans featurings ni ad-libs,0.974293784625738
sans featurings ni ad-libs,0.9460245261650961
sans featurings ni ad-libs,0.9195007690586847
sans featurings ni ad-libs,0.959976037449962
sans featurings ni ad-libs,0.9403606381263764
sans featurings ni ad-libs,0.9521335109857237
sans featurings ni ad-libs,0.9786359930221573
sans featurings ni ad-libs,0.9591714706501429
sans featurings ni ad-libs,0.952508371602053
sans featurings ni ad-libs,0.9601462868696082
sans featurings ni ad-libs,0.932955732224021
sans featurings ni ad-libs,0.9401932535033837
sans featurings ni ad-libs,0.9224214008191767
sans featurings ni ad-libs,0.9588080892410294
sans featurings ni ad-libs,0.9906623099598624
sans featurings ni ad-libs,0.947999186528845
sans featurings ni ad-libs,0.9489313031044369
sans featurings ni ad-libs,0.9478415016624764
sans featurings ni ad-libs,0.9644486650667256
sans featurings ni ad-libs,0.9495161232364269
sans featurings ni ad-libs,0.9893588748756414
sans featurings ni ad-libs,0.9360167895094261
sans featurings ni ad-libs,0.9744733078459334
sans featurings ni ad-libs,0.9855570229673319
sans featurings ni ad-libs,0.9671583159402836
sans featurings ni ad-libs,0.9673429926329074
sans featurings ni ad-libs,0.9621764376070066
sans featurings ni ad-libs,0.9854946165685784
sans featurings ni ad-libs,0.975889089073351
sans featurings ni ad-libs,0.9860463815193653
sans featurings ni ad-libs,0.9503469408627451
sans featurings ni ad-libs,0.934328835841199
sans featurings ni ad-libs,0.9153943084523201
sans featurings ni ad-libs,0.9533902925053425
sans featurings ni ad-libs,0.9314707019223033
sans featurings ni ad-libs,1.0087934156436915
sans featurings ni ad-libs,0.9620158771108875
sans featurings ni ad-libs,0.9421572671369178
sans featurings ni ad-libs,0.9849774594139453
sans featurings ni ad-libs,0.982840307616052
sans featurings ni ad-libs,1.0191050662819583
sans featurings ni ad-libs,0.9503926220331161
sans featurings ni ad-libs,0.9689292221289239
sans featurings ni ad-libs,0.9654454650092847
sans featurings ni ad-libs,0.9752150664606585
sans featurings ni ad-libs,0.9476946964876687
sans featurings ni ad-libs,0.9843626995095355
sans featurings ni ad-libs,0.9777882681340829
sans featurings ni ad-libs,0.9399362548997013
sans featurings ni ad-libs,0.972168126523471
sans featurings ni ad-libs,0.9625207940961206
sans featurings ni ad-libs,0.9598261859431122
sans featurings ni ad-libs,0.9673954558336265
sans featurings ni ad-libs,0.9550245489047797
sans featurings ni ad-libs,0.9526571251731704
sans featurings ni ad-libs,0.9606184947479562
sans featurings ni ad-libs,0.9453084570338869
sans featurings ni ad-libs,0.975894315625748
sans featurings ni ad-libs,0.9452019440840921
sans featurings ni ad-libs,0.9635197469237214
sans featurings ni ad-libs,0.9316979036830891
sans featurings ni ad-libs,0.9963628592939259
sans featurings ni ad-libs,0.9623518783747262
sans featurings ni ad-libs,0.9814987559752963
sans featurings ni ad-libs,0.9390571556833267
sans featurings ni ad-libs,0.9234351055729613
sans featurings ni ad-libs,0.94508202641949
sans featurings ni ad-libs,0.9887986812088978
sans featurings ni ad-libs,0.9618134949976536
sans featurings ni ad-libs,0.9237017267423793
sans featurings ni ad-libs,0.996252785762011
sans featurings ni ad-libs,0.9480342794640773
sans featurings ni ad-libs,0.9902691250667107
sans featurings ni ad-libs,0.9736127257251711
sans featurings ni ad-libs,0.9470448328703037
sans featurings ni ad-libs,0.9981508493610673
sans featurings ni ad-libs,0.9293717891054005
sans featurings ni ad-libs,0.9487012509865311
sans featurings ni ad-libs,0.9469152304003547
sans featurings ni ad-libs,0.9640004027186424
sans featurings ni ad-libs,0.9933589201088058
sans featurings ni ad-libs,0.9997887254119114
sans featurings ni ad-libs,0.9208788525384163
sans featurings ni ad-libs,1.0004866127501901
sans featurings ni ad-libs,0.9420939162705773
sans featurings ni ad-libs,0.9694557289162362
sans featurings ni ad-libs,0.9714587799142983
sans featurings ni ad-libs,0.9330706749357787
sans featurings ni ad-libs,0.9355150456754396
sans featurings ni ad-libs,1.0119590242903622
sans featurings ni ad-libs,0.9619213555758023
sans featurings ni ad-libs,0.9175619758376449
sans featurings ni ad-libs,0.9738125242885113
sans featurings ni ad-libs,0.9655240474849475
sans featurings ni ad-libs,0.9311356506167837
sans featurings ni ad-libs,0.9415509800416688
sans featurings ni ad-libs,0.9713093669552717
sans featurings ni ad-libs,0.9128968324684982
sans featurings ni ad-libs,1.0103675818820645
sans featurings ni ad-libs,0.9662512457453931
sans featurings ni ad-libs,0.9143253280860453
sans featurings ni ad-libs,0.9606130885640126
sans featurings ni ad-libs,0.9716170467583202
sans featurings ni ad-libs,0.916422391877462
sans featurings ni ad-libs,0.9581562129119764
sans featurings ni ad-libs,0.9643385505958018
sans featurings ni ad-libs,0.984827355583982
sans featurings ni ad-libs,0.9217473507932267
sans featurings ni ad-libs,0.9450687328570085
sans featurings ni ad-libs,0.8841426970869717
sans featurings ni ad-libs,0.9094624647822
sans featurings ni ad-libs,0.9514355630360666
sans featurings ni ad-libs,0.9764533154906637
sans featurings ni ad-libs,0.9623905725466987
sans featurings ni ad-libs,0.9978542709341642
sans featurings ni ad-libs,0.9828246956830913
sans featurings ni ad-libs,0.9993106454802595
sans featurings ni ad-libs,0.9840180283167689
sans featurings ni ad-libs,0.9978092016340361
sans featurings ni ad-libs,0.8830197032691751
sans featurings ni ad-libs,0.9570207323465331
sans featurings ni ad-libs,0.9245293097572498
sans featurings ni ad-libs,0.9491260133408624
sans featurings ni ad-libs,0.9450904932850591
sans featurings ni ad-libs,0.9081763340031057
sans featurings ni ad-libs,0.9423366609026161
sans featurings ni ad-libs,1.0078535560679174
sans featurings ni ad-libs,0.9651596774912952
sans featurings ni ad-libs,0.9869083377220496
sans featurings ni ad-libs,0.9925233441631007
sans featurings ni ad-libs,0.9583776552979905
sans featurings ni ad-libs,0.9863487301528165
sans featurings ni ad-libs,0.9475147837078649
sans featurings ni ad-libs,0.957424401906849
sans featurings ni ad-libs,0.9691354108027515
sans featurings ni ad-libs,1.0249631277968017
sans featurings ni ad-libs,0.9480850909786114
sans featurings ni ad-libs,0.9836741417878028
sans featurings ni ad-libs,1.0049387632408804
sans featurings ni ad-libs,1.002998473084145
sans featurings ni ad-libs,0.9590375977272125
sans featurings ni ad-libs,0.9474635086771387
sans featurings ni ad-libs,0.9651408784273943
sans featurings ni ad-libs,0.944225715149495
sans featurings ni ad-libs,1.0126458174131094
sans featurings ni ad-libs,0.9893282842908899
sans featurings ni ad-libs,0.9678199078118389
sans featurings ni ad-libs,0.945202944508571
sans featurings ni ad-libs,0.952009434189371
sans featurings ni ad-libs,0.9363011805619486
sans featurings ni ad-libs,0.8974972904724619
sans featurings ni ad-libs,0.9641650837654279
sans featurings ni ad-libs,0.9448807910676158
sans featurings ni ad-libs,0.9570351497754669
sans featurings ni ad-libs,0.9320393930065871
sans featurings ni ad-libs,0.9593644236178742
sans featurings ni ad-libs,0.973563788175404
sans featurings ni ad-libs,0.9590146115720993
sans featurings ni ad-libs,0.9621660964587085
sans featurings ni ad-libs,0.9586528299491269
sans featurings ni ad-libs,0.998222853985939
sans featurings ni ad-libs,1.0059176420019074
sans featurings ni ad-libs,0.9975024827915348
sans featurings ni ad-libs,0.9232903143628688
sans featurings ni ad-libs,0.9394088667595976
sans featurings ni ad-libs,1.0319704385279125
sans featurings ni ad-libs,0.9426426373806633
sans featurings ni ad-libs,0.9663311746671447
sans featurings ni ad-libs,0.9632607016022893
sans featurings ni ad-libs,0.9539066099524021
sans featurings ni ad-libs,0.9417195659664613
sans featurings ni ad-libs,0.9385651362376738
sans featurings ni ad-libs,0.9932502501239437
sans featurings ni ad-libs,0.9717577023971858
sans featurings ni ad-libs,0.9863198653088252
sans featurings ni ad-libs,0.954573526220803
sans featurings ni ad-libs,0.9562468251995461
sans featurings ni ad-libs,0.9684068224666091
sans featurings ni ad-libs,0.9791859486567486
sans featurings ni ad-libs,1.0151058450249724
sans featurings ni ad-libs,0.9609293191563781
sans featurings ni ad-libs,0.9502245110181596
sans featurings ni ad-libs,0.9485553242350949
sans featurings ni ad-libs,0.9220843415355444
sans featurings ni ad-libs,0.9587745711243953
sans featurings ni ad-libs,0.9827697354716706
sans featurings ni ad-libs,0.9992046553943054
sans featurings ni ad-libs,0.9435809833852458
sans featurings ni ad-libs,1.0183398560397938
sans featurings ni ad-libs,0.9054256435131469
sans featurings ni ad-libs,0.933719575284325
sans featurings ni ad-libs,0.959677652230535
sans featurings ni ad-libs,0.979684936241377
sans featurings ni ad-libs,0.9250572553205951
sans featurings ni ad-libs,0.9857249297434304
sans featurings ni ad-libs,0.9668267108121359
sans featurings ni ad-libs,0.9188330054856929
sans featurings ni ad-libs,0.9873635059444823
sans featurings ni ad-libs,0.9705550609842074
sans featurings ni ad-libs,0.912942550669468
sans featurings ni ad-libs,0.9817807054985088
sans featurings ni ad-libs,0.9338721637742387
sans featurings ni ad-libs,0.9479765815902816
sans featurings ni ad-libs,0.9548723203085469
sans featurings ni ad-libs,1.02458638763947
sans featurings ni ad-libs,0.9567773625786138
sans featurings ni ad-libs,0.8993218404434908
sans featurings ni ad-libs,0.9491068057975863
sans featurings ni ad-libs,0.9871153301529988
sans featurings ni ad-libs,0.9251988534878707
sans featurings ni ad-libs,0.9192134467925764
sans featurings ni ad-libs,0.9580039309251229
sans featurings ni ad-libs,1.0141542515227988
sans featurings ni ad-libs,0.9485262420392402
sans featurings ni ad-libs,0.9365482316983973
sans featurings ni ad-libs,1.009514273494858
sans featurings ni ad-libs,0.9913049208687793
sans featurings ni ad-libs,0.9398602695587241
sans featurings ni ad-libs,0.9903145416850548
sans featurings ni ad-libs,0.9556910389340527
sans featurings ni ad-libs,0.9399714945227531
sans featurings ni ad-libs,0.9429146101647577
sans featurings ni ad-libs,0.9746604116569578
sans featurings ni ad-libs,0.9309259980051952
sans featurings ni ad-libs,0.9698546541906952
sans featurings ni ad-libs,0.9699569056673955
sans featurings ni ad-libs,0.9067305745125973
sans featurings ni ad-libs,0.963084404410176
sans featurings ni ad-libs,0.9826905270326725
sans featurings ni ad-libs,0.9662479477387985
sans featurings ni ad-libs,0.9871157197262952
sans featurings ni ad-libs,0.9458470445601661
sans featurings ni ad-libs,0.9693254325338153
sans featurings ni ad-libs,0.9931656800510019
sans featurings ni ad-libs,0.9500105485130194
sans featurings ni ad-libs,0.9378247654338424
sans featurings ni ad-libs,0.966647570646122
sans featurings ni ad-libs,0.9525280753887333
sans featurings ni ad-libs,0.9216657036760005
sans featurings ni ad-libs,0.9100470485880294
sans featurings ni ad-libs,0.9602259327113878
sans featurings ni ad-libs,0.9689264554338988
sans featurings ni ad-libs,0.9209575265940226
sans featurings ni ad-libs,0.952068615773847
sans featurings ni ad-libs,0.9446488383391825
sans featurings ni ad-libs,0.9404254738958983
sans featurings ni ad-libs,0.963642723385555
sans featurings ni ad-libs,0.9600106534409287
sans featurings ni ad-libs,1.0259849762202342
sans featurings ni ad-libs,0.963606055109782
sans featurings ni ad-libs,0.9284661219258727
sans featurings ni ad-libs,0.9333430968510547
sans featurings ni ad-libs,0.9599740113962625
sans featurings ni ad-libs,0.9617942148159248
sans featurings ni ad-libs,0.9674374593325902
sans featurings ni ad-libs,0.96617623216435
sans featurings ni ad-libs,0.9930293938410982
sans featurings ni ad-libs,0.9598796079950961
sans featurings ni ad-libs,0.9736023105992464
sans featurings ni ad-libs,0.9330653885827269
sans featurings ni ad-libs,0.9281224687343417
sans featurings ni ad-libs,0.9725150257644394
sans featurings ni ad-libs,0.9720577985593437
sans featurings ni ad-libs,0.9655728809389015
sans featurings ni ad-libs,0.9692477785123782
sans featurings ni ad-libs,0.9313579399860735
sans featurings ni ad-libs,0.9663639778463041
sans featurings ni ad-libs,0.994125708393057
sans featurings ni ad-libs,0.9096320441409558
sans featurings ni ad-libs,0.9564971348776959
sans featurings ni ad-libs,0.9516058504789281
sans featurings ni ad-libs,0.9558175026243194
sans featurings ni ad-libs,0.9423076797818167
sans featurings ni ad-libs,0.9338162127452502
sans featurings ni ad-libs,0.968931279677741
sans featurings ni ad-libs,0.9135254744025516
sans featurings ni ad-libs,0.9408241968127601
sans featurings ni ad-libs,0.9943936132103286
sans featurings ni ad-libs,1.001592194801109
sans featurings ni ad-libs,0.9872262913372485
sans featurings ni ad-libs,0.9312388541688349
sans featurings ni ad-libs,0.9418775543668376
sans featurings ni ad-libs,0.951010767690696
sans featurings ni ad-libs,0.9575570039729059
sans featurings ni ad-libs,0.9333013468561334
sans featurings ni ad-libs,0.9456583425571072
sans featurings ni ad-libs,0.9397294198228583
sans featurings ni ad-libs,0.9329496164210793
sans featurings ni ad-libs,0.9626164377642058
sans featurings ni ad-libs,0.9606151686081719
sans featurings ni ad-libs,1.0048971734585783
sans featurings ni ad-libs,0.9476946964876687
sans featurings ni ad-libs,0.9465939647364044
sans featurings ni ad-libs,0.9553239125766563
sans featurings ni ad-libs,0.9878765491140599
sans featurings ni ad-libs,0.9357886117147256
sans featurings ni ad-libs,0.9532593476405343
sans featurings ni ad-libs,0.9710041397043377
sans featurings ni ad-libs,0.9354216848373667
sans featurings ni ad-libs,0.9180791435355511
sans featurings ni ad-libs,0.9145316636578712
sans featurings ni ad-libs,0.9363137708641365
sans featurings ni ad-libs,0.9828963387157432
sans featurings ni ad-libs,0.9686829697061731
sans featurings ni ad-libs,0.9843297250286319
sans featurings ni ad-libs,0.971530073190971
